should,actual
0.0027988837161055675,0.5094470977783203
0.0027988837161055675,0.3384513854980469
0.0027988837161055675,0.19504547119140625
0.0027988837161055675,0.10193634033203125
0.0027988837161055675,0.056812286376953125
0.0027988837161055675,0.041690826416015625
0.0027988837161055675,0.03701019287109375
0.0027988837161055675,0.03664398193359375
0.0027988837161055675,0.03639984130859375
0.0027988837161055675,0.03631591796875
0.0027988837161055675,0.036144256591796875
0.0027988837161055675,0.03603363037109375
0.0027988837161055675,0.03603363037109375
0.0027988837161055675,0.03591156005859375
0.0027988837161055675,0.035793304443359375
0.0027988837161055675,0.03566741943359375
0.0027988837161055675,0.03566741943359375
0.0027988837161055675,0.03554534912109375
0.0027988837161055675,0.03542327880859375
0.0027988837161055675,0.03542327880859375
0.0027988837161055675,0.03530120849609375
0.0027988837161055675,0.035182952880859375
0.0027988837161055675,0.03517913818359375
0.0027988837161055675,0.03505706787109375
0.0027988837161055675,0.03493499755859375
0.0027988837161055675,0.03493499755859375
0.0027988837161055675,0.03481292724609375
0.0027988837161055675,0.03469085693359375
0.0027988837161055675,0.03456878662109375
0.0027988837161055675,0.03456878662109375
0.0027988837161055675,0.03444671630859375
0.0027988837161055675,0.03432464599609375
0.0027988837161055675,0.03420257568359375
0.0027988837161055675,0.03408050537109375
0.0027988837161055675,0.03395843505859375
0.0027988837161055675,0.03383636474609375
0.0027988837161055675,0.03371429443359375
0.0027988837161055675,0.03371429443359375
0.0027988837161055675,0.03359222412109375
0.0027988837161055675,0.03347015380859375
0.0027988837161055675,0.03331756591796875
0.0027988837161055675,0.03310394287109375
0.0027988837161055675,0.03294181823730469
0.0027988837161055675,0.03266334533691406
0.0027988837161055675,0.03249359130859375
0.0027988837161055675,0.03216743469238281
0.0027988837161055675,0.03163909912109375
0.0027988837161055675,0.028078079223632812
0.0027988837161055675,0.02346038818359375
0.0027988837161055675,0.02333831787109375
0.0027988837161055675,0.02321624755859375
0.0027988837161055675,0.02309417724609375
0.0027988837161055675,0.02297210693359375
0.0027988837161055675,0.02297210693359375
0.0027988837161055675,0.02285003662109375
0.0027988837161055675,0.02285003662109375
0.0027988837161055675,0.02272796630859375
0.0027988837161055675,0.02272796630859375
0.0027988837161055675,0.02272796630859375
0.0027988837161055675,0.02260589599609375
0.0027988837161055675,0.022556304931640625
0.0027988837161055675,0.02248382568359375
0.0027988837161055675,0.02248382568359375
0.0027988837161055675,0.02236175537109375
0.0027988837161055675,0.02236175537109375
0.0027988837161055675,0.02236175537109375
0.0027988837161055675,0.02223968505859375
